TIMESTAMP,RECORD,Station,LoggerBattV,LoggerPanelTemp,EXO_TempC,EXO_SpCondmScm,EXO_Salpsu,EXO_pHmV,EXO_pH,EXO_ORPmV,EXO_Depthm,EXO_BatV,EXO_TSSmgL,EXO_ChlugL,EXO_ChlRFU,EXO_DOPerSat,EXO_DOmgL,EXO_BGAPCRFU,EXO_BGAPERFU,EXO_BGAPCugL,EXO_BGAPEugL,EXO_TurbFNU,EXO_fDOMRFU,EXO_fDOMQSU,EXO_TurbNTU,ABSSpd_Avg,Direction_Avg,NorthCur_Avg,EastCur_Avg,Heading_Avg,TiltX_Avg,TiltY_Avg,SPstd_Avg,SigStrength_Avg,PingCnt_Avg,AbsTilt_Avg,MaxTilt_Avg,StdTilt_Avg,Gill_Ws_Mean,Gill_Wd_MeanUnitVector,Gill_Wd_StdDev,Gill_WindSpd_Max,Gill_Temperature_Avg,Gill_RH,Gill_Pressure,Gill_Rain_mm_Tot,Gill_TotalRain_mm,Gill_DewPoint_Avg,Gill_SRad_Avg,Gill_SunHours_Avg,Gill_Latitude,Gill_Longitude,Gill_Time,Gill_TotalDailyRain_mm,OPUS517_ActiveLSA,OPUS1000_N_NO3,OPUS1004_CODeq,OPUS1014_TOCeq,OPUS1016_TSSeq,OPUS1032_SAC254,OPUS1034_Abs360,OPUS1036_Abs210,OPUS1038_FitError,OPUS1042_Abs254,OPUS1052_COD_SACeq,OPUS1060_SQI,OPUS1_MeasureTime,ModemTimeOn,ModemTimeOff
"2018-10-17 10:30",116,BrambleBayWQBuoy,13.14,31.25,21.696,51.697,34.04,-106.41,8.06,0,0.489,6.29,0,2.07,0.51,101.43,7.32,0,1.7,0,4.57,3.61,-1.07,-3.19,3.61,12.30766,100.557,-2.237774,12.09682,68.12376,1.577727,-3.133333,0.002928748,4.877761,-27.83879,100,2.175049,4.737498,2.175,53.73,6.286,2.54,21.69,88,1017.7,0,0,19.56,7999,100,-27.30287,153.1054,17,18.00003,Salt,0.037,NAN,NAN,3.5019,1.9969,0.0135,1.5379,0.0015,0.0334,NAN,1,450,25260,183600
"2018-10-17 10:40",117,BrambleBayWQBuoy,13.18,31.73,21.775,51.544,33.93,-106.48,8.07,0,0.489,6.29,0,1.82,0.45,101.25,7.3,0,1.49,0,3.96,3.65,-1.05,-3.13,3.65,11.85489,101.0194,-2.240878,11.63555,70.34941,1.764681,-1.678937,2.973507,-14.34206,44.73751,44.83392,3.674636,2.725307,2.44,61.76,7.405,3.1,21.8,84,1017.6,0,0,19.47,7999,100,-27.30286,153.1054,17,18.00003,Salt,0.0188,NAN,NAN,3.5074,2.0109,0.0135,1.533,0.0022,0.0336,NAN,1,450,27060,183600
"2018-10-17 10:50",118,BrambleBayWQBuoy,13.14,32.29,21.791,51.753,34.08,-106.57,8.07,0,0.487,6.29,0,1.69,0.41,101.63,7.32,0,1.49,0,3.98,3.57,-1.14,-3.4,3.57,11.1962,108.5566,-3.552098,10.56805,71.49304,2.151239,0.6082636,2.320486,-9.51219,26.86615,57.81417,3.63656,2.687805,2.243,59.83,9.69,3.17,21.9,85,1017.5,0,0,19.23,7999,100,-27.30287,153.1054,17,18.00003,Salt,0.0261,NAN,NAN,3.9245,1.9113,0.0151,1.5524,0.0017,0.0342,NAN,1,450,28860,183600
"2018-10-17 11:00",119,BrambleBayWQBuoy,13.18,32.82,21.959,51.915,34.2,-106.6,8.07,0,0.487,6.28,0,1.66,0.41,101.99,7.32,0,1.54,0,4.1,3.52,-1.23,-3.69,3.52,13.77844,112.4595,-5.241514,12.74173,73.9185,2.281818,0.440985,2.8514,-13.52041,44.07411,44.60746,3.215093,2.197174,2.481,57.97,7.479,3.36,21.89,85,1017.4,0,0,19.38,7999,100,-27.30288,153.1054,17,18.00003,Salt,0.0469,NAN,NAN,3.5909,1.7491,0.0138,1.549,0.0026,0.0313,NAN,1,450,30600,183660
"2018-10-17 11:10",120,BrambleBayWQBuoy,13.25,32.86,22.207,51.74,34.07,-106.49,8.06,0,0.487,6.29,0,1.39,0.34,102,7.29,0,1.24,0,3.28,3.38,-1.21,-3.63,3.38,15.84133,109.4585,-5.269758,14.92725,70.5913,2.052333,0.005851304,2.0337,-8.913363,27.82207,57.641,3.063888,3.146327,2.291,71.1,11.72,2.93,21.94,87,1017.4,0,0,19.57,7999,100,-27.30288,153.1054,17,18.00003,Salt,0.0178,NAN,NAN,2.9105,1.9153,0.0112,1.5405,0.0015,0.0303,NAN,1,450,30600,185460
"2018-10-17 11:20",121,BrambleBayWQBuoy,13.26,32.6,22.257,51.767,34.09,-106.63,8.07,0,0.492,6.27,0,1.31,0.32,102.26,7.3,0,1.27,0,3.35,3.38,-1.24,-3.7,3.38,17.45216,106.2985,-4.872041,16.75497,69.43375,1.826158,0.1646397,2.722498,-13.33371,44.80511,44.61934,3.525284,2.673955,2.789,72.68,7.751,3.51,21.9,87,1017.1,0,0,19.64,7999,100,-27.30287,153.1054,17,18.00003,Salt,0.0307,NAN,NAN,2.9681,1.758,0.0114,1.5463,0.0027,0.029,NAN,1,450,30600,187260
"2018-10-17 11:30",122,BrambleBayWQBuoy,13.14,32.35,22.189,51.856,34.16,-106.7,8.07,0,0.491,6.28,0,1.35,0.33,102.16,7.3,0,1.26,0,3.34,3.39,-1.26,-3.77,3.39,18.0839,109.7082,-6.055631,16.99664,69.506,2.036807,0.006075107,5.282595,-27.86791,100,2.83757,4.124413,0.8681735,3.14,77.1,6.516,3.91,21.74,89,1017.1,0,0,19.73,7999,100,-27.30287,153.1054,17,18.00003,Salt,0.0092,NAN,NAN,3.417,1.8553,0.0131,1.5498,0.0015,0.0317,NAN,1,450,30600,189060
"2018-10-17 11:40",123,BrambleBayWQBuoy,13.21,32.09,22.247,51.92,34.2,-106.67,8.07,0,0.49,6.29,0,1.64,0.4,102.53,7.32,0,1.39,0,3.68,3.39,-1.31,-3.91,3.39,18.04448,108.8035,-5.784009,17.05235,63.42989,2.068531,0.4750351,4141.781,-9.141546,28.74126,58.08454,3.278665,3.047651,2.7,86,5.743,3.05,21.63,90,1017,0,0,19.96,7999,100,-27.30287,153.1054,17,18.00003,Salt,0.0299,NAN,NAN,3.6758,1.7362,0.0141,1.548,0.0012,0.0315,NAN,1,450,30600,190860
"2018-10-17 11:50",124,BrambleBayWQBuoy,13.18,31.86,22.321,51.973,34.24,-106.63,8.07,0,0.489,6.29,0,1.26,0.31,102.83,7.33,0,1.22,0,3.21,3.36,-1.33,-3.97,3.36,18.40465,111.3289,-6.674359,17.07503,59.44964,2.111431,2.7,37403.87,5.396594,-25.42432,100,2.551607,4.365667,2.801,85.9,5.351,3.22,21.63,89,1016.9,0,0,19.8,7999,100,-27.30286,153.1054,17,18.00003,Salt,0.0229,NAN,NAN,2.5965,1.8483,0.01,1.5563,0.0014,0.0285,NAN,1,450,30600,192660
"2018-10-17 12:00",125,BrambleBayWQBuoy,13.17,31.66,22.272,52.118,34.35,-106.98,8.07,0,0.487,6.28,0,1.43,0.35,103.04,7.34,0,1.37,0,3.62,3.31,-1.34,-4,3.31,18.10098,113.2606,-7.154205,16.61288,60.60833,2.097892,1.697029,26185.38,-13.16144,45.75761,44.9043,3.676954,2.482253,3.012,84,6.607,3.63,21.67,88,1016.8,0,0,19.79,7999,100,-27.30288,153.1054,17,18.00003,Salt,0.0309,NAN,NAN,2.9849,1.7677,0.0115,1.5623,0.0016,0.0292,NAN,1,450,30600,194460
"2018-10-17 12:10",126,BrambleBayWQBuoy,13.18,31.44,22.338,52.157,34.38,-106.94,8.07,0,0.486,6.26,0,1.39,0.34,103.15,7.34,0,1.31,0,3.47,3.36,-1.36,-4.08,3.36,17.67136,112.1339,-6.656166,16.36852,63.70075,2.531865,2.805571,2.324314,-8.415738,27.32609,57.86799,4.304322,3.950896,3.428,69.7,6.072,4.39,21.81,88,1016.6,0,0,19.89,7999,100,-27.30287,153.1054,17,18.00003,Salt,0.0354,NAN,NAN,3.0975,1.6375,0.0119,1.5719,0.0021,0.0283,NAN,1,450,30600,196260
"2018-10-17 12:20",127,BrambleBayWQBuoy,13.18,31.2,22.437,52.199,34.41,-107,8.07,0,0.485,6.26,0,1.49,0.36,103.34,7.34,0,1.32,0,3.49,3.26,-1.38,-4.12,3.26,19.45454,113.4456,-7.756799,17.84005,67.51669,3.214514,2.001169,3.194846,-12.04121,44.42583,45.55578,4.860848,3.15854,4.658,73.29,6.898,5.92,21.57,90,1016.5,0,0,19.76,7999,100,-27.30287,153.1054,17,18.00003,Salt,0.0322,NAN,NAN,3.0364,1.635,0.0117,1.5674,0.0022,0.028,NAN,1,450,30600,198060
"2018-10-17 12:30",128,BrambleBayWQBuoy,13.25,30.9,22.393,52.314,34.49,-107.19,8.08,0,0.485,6.29,0,1.57,0.38,103.54,7.36,0,1.41,0,3.76,3.35,-1.38,-4.13,3.35,22.20066,116.0583,-9.779696,19.91848,72.0444,3.046371,-1.25989,2.440426,-8.628577,29.5912,58.36619,4.032087,2.852745,3.807,73.3,6.877,5.05,21.51,89,1016.5,0,0,19.79,7999,100,-27.30288,153.1054,17,18.00003,Salt,0.0229,NAN,NAN,3.0902,1.7509,0.0119,1.556,0.0026,0.0294,NAN,1,450,30600,199860
"2018-10-17 12:40",129,BrambleBayWQBuoy,13.28,30.62,22.646,52.187,34.39,-106.95,8.07,0,0.484,6.29,0,1.33,0.32,103.64,7.34,0,1.27,0,3.36,3.29,-1.4,-4.2,3.29,22.06982,121.2662,-11.39057,18.86329,74.91518,2.767577,0.2666667,0.00549899,5.020124,-25.86594,100,3.236126,5.503709,2.788,72.97,9.16,3.39,21.71,87,1016.4,0,0,19.62,7999,100,-27.30289,153.1054,17,18.00003,Salt,NAN,NAN,NAN,2.3758,1.6855,0.0091,1.5463,0.0041,0.026,NAN,1,450,30600,201660
"2018-10-17 12:50",130,BrambleBayWQBuoy,13.17,30.5,22.718,52.169,34.38,-106.9,8.07,0,0.481,6.29,0,1.26,0.31,103.8,7.34,0,1.29,0,3.4,3.27,-1.37,-4.11,3.27,21.97705,117.513,-10.04253,19.42683,72.4705,2.044404,1.433333,19685.89,5.522997,-26.66395,100,2.842402,6.256701,2.476,64.57,9.2,2.96,21.77,87,1016.2,0,0,19.69,7999,100,-27.30289,153.1054,17,18.00003,Salt,0.0354,NAN,NAN,2.8259,1.706,0.0109,1.5595,0.0018,0.0279,NAN,1,450,30600,203460
"2018-10-17 13:00",131,BrambleBayWQBuoy,13.05,30.49,22.733,52.056,34.3,-106.92,8.07,0,0.478,6.29,0,1.62,0.4,103.88,7.35,0,1.41,0,3.76,3.36,-1.37,-4.09,3.36,22.72913,119.0357,-10.99091,19.7669,79.20631,2.338102,1,32459.13,5.678022,-26.34036,100,3.089107,6.483378,2.928,53.06,6.127,3.62,21.9,86,1016,0,0,19.59,7999,100,-27.30289,153.1054,17,18.00003,Salt,0.053,NAN,NAN,3.0564,1.72,0.0118,1.564,0.0033,0.029,NAN,1,450,30600,205260
"2018-10-17 13:10",132,BrambleBayWQBuoy,13.17,30.53,22.774,52.076,34.31,-106.94,8.07,0,0.476,6.29,0,1.49,0.36,103.91,7.34,0,1.39,0,3.7,3.36,-1.37,-4.11,3.36,23.52302,128.0558,-14.50135,18.46511,89.56767,2.426446,0.5131556,13312.19,-9.246805,45.24897,44.62443,3.32261,3.297654,3.09,42.06,6.691,3.82,22.07,87,1015.9,0,0,19.76,7999,100,-27.30291,153.1054,17,18.00003,Salt,0.019,NAN,NAN,2.8055,1.8132,0.0108,1.5666,0.0021,0.0289,NAN,1,450,30600,207060
"2018-10-17 13:20",133,BrambleBayWQBuoy,13.14,30.58,22.657,52.182,34.39,-107.17,8.07,0,0.475,6.28,0,1.69,0.41,104.03,7.36,0,1.49,0,3.96,3.35,-1.39,-4.15,3.35,23.78356,130.5925,-15.4762,18.05837,94.23156,2.218179,1.194374,1.801596,-5.896897,33.48272,57.65398,3.017761,3.274203,2.821,40.8,7.175,4.09,22.2,87,1015.8,0,0,20.04,7999,100,-27.30291,153.1054,17,18.00003,Salt,0.0256,NAN,NAN,3.2278,1.6673,0.0124,1.5581,0.0022,0.0291,NAN,1,450,30600,208860
"2018-10-17 13:30",134,BrambleBayWQBuoy,13.14,30.54,22.63,52.288,34.47,-107.3,8.08,0,0.474,6.29,0,1.83,0.45,104.13,7.37,0,1.61,0,4.3,3.47,-1.4,-4.18,3.47,25.56662,127.4723,-15.48476,20.31725,91.72161,2.793496,5.4,0.05842704,5.668128,-17.74751,100,3.481468,5.726135,4.218,44.5,7.719,5.27,22.29,86,1015.6,0,0,19.97,7999,100,-27.3029,153.1054,17,18.00003,Salt,0.0147,NAN,NAN,3.5567,1.7144,0.0137,1.551,0.0019,0.0308,NAN,1,450,30600,210660
"2018-10-17 13:40",135,BrambleBayWQBuoy,13.21,30.39,22.662,52.494,34.62,-107.36,8.08,0,0.474,6.29,0,1.79,0.44,104.26,7.37,0,1.58,0,4.22,3.35,-1.41,-4.23,3.35,26.00435,122.9896,-14.17825,21.77784,87.49282,2.719944,4.033333,0.06080728,5.724762,-14.30833,100,3.574295,6.526973,4.636,36.93,6.934,6.37,22.34,86,1015.5,0,0,19.96,7999,100,-27.30291,153.1054,17,18.00003,Salt,0.0266,NAN,NAN,2.8689,1.5572,0.011,1.5714,0.0019,0.0266,NAN,1,450,30600,212460
"2018-10-17 13:50",136,BrambleBayWQBuoy,13.04,30.22,22.589,52.535,34.65,-107.6,8.08,0,0.474,6.29,0,1.81,0.44,104.47,7.39,0,1.48,0,3.93,3.42,-1.42,-4.25,3.42,22.46347,126.0857,-13.04744,18.20584,89.90084,2.473282,0.4819635,3.54586,-3.696947,51.6983,45.17654,4.7635,4.015496,5.1,42.49,7.928,5.96,22.34,86,1015.3,0,0,19.76,7999,100,-27.30291,153.1054,17,18.00003,Salt,NAN,NAN,NAN,2.9812,1.5581,0.0115,1.5592,0.0031,0.027,NAN,1,450,30600,214260
"2018-10-17 14:00",137,BrambleBayWQBuoy,13.2,30.12,22.618,52.657,34.74,-107.69,8.08,0,0.473,6.29,0,1.71,0.42,104.89,7.41,0,1.55,0,4.13,3.48,-1.41,-4.21,3.48,20.64907,129.7747,-13.21041,15.87035,90.47569,2.053936,0.6038544,2.692795,-0.670116,35.41254,58.07618,4.183118,4.174673,4.918,46.83,6.839,6.02,22.33,85,1015.3,0,0,19.75,7999,100,-27.3029,153.1054,17,18.00003,Salt,0.0214,NAN,NAN,2.9127,1.5219,0.0112,1.5578,0.0017,0.0264,NAN,1,450,30600,216060
"2018-10-17 14:10",138,BrambleBayWQBuoy,13.05,30.09,22.577,52.797,34.85,-107.76,8.08,0,0.469,6.28,0,2.07,0.51,105.33,7.45,0,1.56,0,4.16,3.48,-1.39,-4.16,3.48,18.59396,132.455,-12.47859,13.76227,98.11841,2.791935,1.566667,0.02427304,6.48118,-15.15014,100,3.565581,6.304153,4.803,50.17,10.03,6.25,22.34,87,1015.2,0,0,19.96,7999,100,-27.30289,153.1054,17,18.00003,Salt,NAN,NAN,NAN,3.352,1.5326,0.0129,1.556,0.0019,0.0282,NAN,1,450,30600,217860
"2018-10-17 14:20",139,BrambleBayWQBuoy,13.17,30.11,22.564,52.857,34.89,-107.87,8.09,0,0.467,6.18,0,1.85,0.45,105.53,7.46,0,1.62,0,4.32,3.52,-1.38,-4.13,3.52,17.38158,134.5478,-12.19321,12.3873,101.7008,3.41927,4.833333,0.01982382,5.997699,-13.62768,100,3.693855,7.28572,5.1,52.14,9.9,6.23,22.3,87,1015,0,0,19.95,7999,100,-27.3029,153.1054,17,18.00003,Salt,0.0213,NAN,NAN,2.5692,1.2215,0.0099,1.5684,0.0034,0.0221,NAN,1,450,30600,219660
"2018-10-17 14:30",140,BrambleBayWQBuoy,13.21,30.1,22.617,52.887,34.91,-107.93,8.09,0,0.467,6.29,0,1.89,0.46,105.41,7.44,0,1.55,0,4.15,3.47,-1.37,-4.11,3.47,18.30761,128.4893,-11.31181,14.29628,93.13964,3.524585,4.166667,0.02887831,7.252746,-9.389988,100,4.700519,8.319684,5.213,47,9.92,6.34,22.3,87,1015,0,0,19.99,7999,100,-27.30289,153.1054,17,18.00003,Salt,0.0125,NAN,NAN,2.8274,1.397,0.0109,1.5696,0.0018,0.0248,NAN,1,450,30600,221460
"2018-10-17 14:40",141,BrambleBayWQBuoy,13.06,30.04,22.728,52.938,34.95,-107.92,8.09,0,0.465,6.23,0,1.75,0.43,105.32,7.42,0,1.6,0,4.26,3.48,-1.36,-4.07,3.48,16.8404,138.9453,-12.11605,11.03603,100.1867,4.018179,0.9712973,4.494284,-2.358143,53.38897,46.29822,7.972676,5.086779,5.476,46.2,9.93,6.85,22.24,86,1014.8,0,0,19.88,7999,100,-27.30289,153.1054,17,18.00003,Salt,NAN,NAN,NAN,3.2743,1.441,0.0126,1.5569,0.0019,0.027,NAN,1,450,30600,223260
"2018-10-17 14:50",142,BrambleBayWQBuoy,13.01,29.92,22.543,52.98,34.98,-108.13,8.09,0,0.465,6.27,0,2.05,0.5,105.49,7.46,0,1.68,0,4.5,3.52,-1.36,-4.08,3.52,13.96702,139.8611,-10.66355,8.72966,106.5417,3.902651,0.1712853,8.57574,-11.85559,100,5.190782,9.264009,2.439009,5.409,44.51,11.98,7.26,22.28,85,1014.8,0,0,19.95,7999,100,-27.30289,153.1054,17,18.00003,Salt,0.0155,NAN,NAN,2.8324,1.353,0.0109,1.5662,0.0027,0.0244,NAN,1,450,30600,225060
"2018-10-17 15:00",143,BrambleBayWQBuoy,12.98,29.79,22.61,53.017,35.01,-108.05,8.09,0,0.465,6.3,0,1.95,0.48,105.62,7.45,0,1.61,0,4.3,3.56,-1.34,-4.02,3.56,13.04314,130.1974,-8.413224,9.962279,105.4287,3.853958,0.6364642,3.96502,-0.2580801,34.8931,58.90229,6.886006,7.717604,5.018,48.1,10.78,6.31,22.29,87,1014.9,0,0,19.9,7999,100,-27.30289,153.1054,17,18.00003,Salt,0.0121,NAN,NAN,3.4393,1.3851,0.0132,1.5707,0.0021,0.0271,NAN,1,450,30600,226860
"2018-10-17 15:10",144,BrambleBayWQBuoy,13.13,29.67,22.582,53.052,35.04,-108.16,8.09,0,0.464,6.29,0,2.11,0.52,105.6,7.46,0,1.69,0,4.53,3.57,-1.34,-4.01,3.57,11.78156,135.6956,-8.299909,8.273736,108.6167,3.401074,0.8022344,4.087505,-2.431856,50.21238,45.34192,5.452958,5.855025,4.73,48.79,11.27,6.32,22.31,87,1014.8,0,0,19.95,7999,100,-27.30289,153.1054,17,18.00003,Salt,0.0176,NAN,NAN,2.5103,1.3292,0.0097,1.5681,0.0022,0.0229,NAN,1,450,30600,228660
"2018-10-17 15:20",145,BrambleBayWQBuoy,12.97,29.63,22.476,53.101,35.07,-108.14,8.09,0,0.465,6.29,0,2.1,0.52,105.63,7.47,0,1.74,0,4.68,3.54,-1.34,-4,3.54,8.82794,117.3364,-4.280681,7.063421,91.98149,2.46134,5.382101,3.153261,0.005215009,34.90006,58.20264,4.685356,5.333182,5.153,54.19,16.59,6.63,22.32,86,1014.7,0,0,19.96,7999,100,-27.30289,153.1054,17,18.00003,Salt,NAN,NAN,NAN,3.2851,1.4324,0.0126,1.5578,0.0019,0.027,NAN,1,450,30600,230460
"2018-10-17 15:30",146,BrambleBayWQBuoy,12.94,29.73,22.483,53.132,35.1,-108.23,8.09,0,0.463,6.29,0,2.1,0.52,105.78,7.48,0,1.8,0,4.84,3.54,-1.33,-3.97,3.54,8.962117,103.4857,-2.169844,8.678622,76.27767,4.730225,4.466667,0.2354952,7.432691,-16.05372,100,3.329819,6.313133,4.758,49.51,17.71,6.09,22.34,87,1014.8,0,0,20,7999,100,-27.30288,153.1054,17,18.00003,Salt,0.0037,NAN,NAN,2.6132,1.2411,0.0101,1.5593,0.0034,0.0225,NAN,1,450,30600,232260
"2018-10-17 15:40",147,BrambleBayWQBuoy,12.97,29.83,22.525,53.151,35.11,-108.21,8.09,0,0.461,6.29,0,2.19,0.54,105.74,7.47,0,1.81,0,4.88,3.59,-1.32,-3.95,3.59,8.581,96.54667,-1.175811,8.396171,73.46707,3.970246,1,288852.2,6.156393,-16.10035,100,3.033043,7.114331,5.219,44.3,19.92,6.49,22.3,87,1014.8,0,0,19.96,7999,100,-27.30288,153.1054,17,18.00003,Salt,0.0025,NAN,NAN,4.2818,1.3117,0.0165,1.5676,0.0021,0.0296,NAN,1,450,30600,234060
"2018-10-17 15:50",148,BrambleBayWQBuoy,12.95,29.7,22.482,53.17,35.13,-108.35,8.1,0,0.461,6.29,0,2.53,0.62,105.75,7.48,0,1.94,0,5.24,3.53,-1.34,-4,3.53,7.746317,98.30746,-1.155823,7.579157,99.87304,2.849,1.39542,220891.5,-6.184325,49.97125,46.61383,8.76423,5.843503,5.414,41.82,19.58,6.97,22.29,87,1014.7,0,0,19.96,7999,100,-27.30289,153.1054,17,18.00003,Salt,0.0037,NAN,NAN,2.8108,1.3707,0.0108,1.5635,0.0019,0.0245,NAN,1,450,30600,235860
"2018-10-17 16:00",149,BrambleBayWQBuoy,12.95,29.47,22.52,53.189,35.14,-108.25,8.09,0,0.461,6.28,0,2.68,0.66,105.69,7.47,0,2.07,0,5.59,3.62,-1.33,-3.99,3.62,9.734629,98.38278,-1.250199,9.599248,93.1083,3.268084,1.869047,3.805635,-2.021064,33.75368,59.17528,8.546499,10.05264,5.191,37.8,15.32,6.37,22.32,87,1014.7,0,0,20.1,7999,100,-27.30289,153.1054,17,18.00003,Salt,0.0139,NAN,NAN,2.6688,1.2612,0.0103,1.5613,0.0023,0.0229,NAN,1,450,30600,237660
"2018-10-17 16:10",150,BrambleBayWQBuoy,12.95,29.23,22.533,53.195,35.14,-108.33,8.09,0,0.46,6.27,0,2.62,0.65,105.72,7.47,0,2.07,0,5.6,3.59,-1.34,-4.01,3.59,7.902635,79.32558,0.8791043,7.687983,78.07362,2.732536,0.3,0.1872339,7.737452,-17.76655,100,4.66494,12.2312,5.575,31.13,22.82,7.09,22.27,87,1014.8,0,0,20.16,7999,100,-27.30288,153.1054,17,18.00003,Salt,NAN,NAN,NAN,3.774,1.3501,0.0145,1.5744,0.0031,0.028,NAN,1,450,30600,239460
"2018-10-17 16:20",151,BrambleBayWQBuoy,13.18,28.96,22.498,53.201,35.15,-108.33,8.1,0,0.462,6.29,0,2.49,0.61,105.62,7.46,0,2.02,0,5.46,3.55,-1.32,-3.96,3.55,3.507808,56.34018,1.626426,3.043285,108.0503,3.457366,-1.566667,0.04420419,6.607144,-20.05566,100,4.603145,10.42885,5.867,38.96,27.64,7.17,22.22,88,1014.8,0,0,20.15,7999,100,-27.30286,153.1054,17,18.00003,Salt,0.0048,NAN,NAN,2.926,1.2222,0.0113,1.5485,0.0027,0.0235,NAN,1,450,30600,241260
"2018-10-17 16:30",152,BrambleBayWQBuoy,12.99,28.72,22.498,53.18,35.13,-108.35,8.1,0,0.46,6.26,0,2.78,0.69,105.72,7.47,0,2.09,0,5.65,3.6,-1.35,-4.02,3.6,1.744183,37.32214,1.354834,1.069361,116.7334,4.89363,3.326667,348.4756,7.945635,-16.40261,100,5.768815,16.13364,5.912,39.75,30.07,7.83,22.18,88,1014.8,0,0,20.04,7999,100,-27.30287,153.1054,17,18.00003,Salt,0.0156,NAN,NAN,2.6682,1.2341,0.0103,1.5708,0.0027,0.0226,NAN,1,450,30600,243060
"2018-10-17 16:40",153,BrambleBayWQBuoy,12.95,28.5,22.485,53.188,35.14,-108.39,8.1,0,0.46,6.17,0,2.85,0.7,105.56,7.46,0,2.2,0,5.97,3.47,-1.33,-3.96,3.47,6.916715,43.85181,4.224067,5.408824,66.11192,2.37543,4.68,39605.02,8.473047,-16.37882,100,5.294207,13.82988,5.698,41.92,30.18,7.2,22.2,88,1014.7,0,0,20.19,7999,100,-27.30286,153.1054,17,18.00003,Salt,NAN,NAN,NAN,3.2142,1.3157,0.0124,1.563,0.0013,0.0255,NAN,1,450,30600,244860
"2018-10-17 16:50",154,BrambleBayWQBuoy,12.95,28.29,22.48,53.162,35.12,-108.42,8.1,0,0.458,6.09,0,2.88,0.71,105.6,7.47,0,2.18,0,5.9,3.58,-1.33,-3.99,3.58,7.703958,36.29002,5.491876,4.9979,68.37237,1.630456,2.543333,32913.39,7.560008,-20.66929,100,4.611062,9.347545,5.979,42.75,28.91,7.92,22.16,87,1015,0,0,20.15,7999,100,-27.30287,153.1054,17,18.00003,Salt,NAN,NAN,NAN,2.812,1.324,0.0108,1.5578,0.002,0.0241,NAN,1,450,30600,246660
"2018-10-17 17:00",155,BrambleBayWQBuoy,12.93,28.1,22.495,53.173,35.13,-108.45,8.1,0,0.461,6,0,3.13,0.77,105.6,7.46,0,2.25,0,6.1,3.55,-1.33,-3.98,3.55,4.099391,191.9146,3.524658,-0.2980492,107.6217,3.080367,1.628205,2168.298,-9.233685,47.23169,45.91725,7.711439,5.94796,5.721,51.67,32.44,7.34,22.14,88,1015,0,0,20.09,7999,100,-27.30286,153.1054,17,18.00003,Salt,0.0098,NAN,NAN,3.0072,1.2882,0.0116,1.5608,0.0022,0.0244,NAN,1,450,30600,248460
"2018-10-17 17:10",156,BrambleBayWQBuoy,12.99,27.91,22.499,53.173,35.13,-108.49,8.1,0,0.459,6.12,0,3.22,0.8,105.62,7.46,0,2.22,0,6.01,3.52,-1.33,-3.96,3.52,6.067651,173.9438,3.354863,3.186249,113.7779,3.900333,-4.683333,2.647203,-2.839218,30.87609,58.6426,8.195857,12.30264,5.919,40.76,37.22,7.59,22.09,88,1015,0,0,20.1,7999,100,-27.30286,153.1054,17,18.00003,Salt,NAN,NAN,NAN,3.3133,1.4561,0.0127,1.5521,0.0031,0.0273,NAN,1,450,30600,250260
"2018-10-17 17:20",157,BrambleBayWQBuoy,13.02,27.69,22.472,53.148,35.11,-108.49,8.1,0,0.464,6.27,0,3.17,0.78,105.55,7.46,0,2.29,0,6.21,3.62,-1.34,-4.01,3.62,4.411289,48.46375,2.384235,3.649301,123.64,4.64712,-5.033333,0.2842428,9.477784,-21.98658,100,6.990177,14.70336,5.214,38.87,38.89,7.43,22.12,89,1015.2,0,0,20.17,7999,100,-27.30286,153.1054,17,18.00003,Salt,NAN,NAN,NAN,3.1078,1.2584,0.012,1.5755,0.0022,0.0245,NAN,1,450,30600,252060
"2018-10-17 17:30",158,BrambleBayWQBuoy,12.94,27.45,22.466,53.144,35.11,-108.55,8.1,0,0.465,6.27,0,2.97,0.73,105.5,7.46,0,2.31,0,6.27,3.52,-1.34,-4.02,3.52,3.647105,215.3839,3.461076,-0.08682804,118.8082,3.962048,-0.569234,4.891082,-9.920571,47.13808,46.32135,11.29393,7.469697,5.108,56.94,33.77,6.24,22.06,88,1015.2,0,0,20.24,7999,100,-27.30287,153.1054,17,18.00003,Salt,0.0269,NAN,NAN,2.6783,1.0943,0.0103,1.5584,0.0032,0.0212,NAN,1,450,30600,253860
"2018-10-17 17:40",159,BrambleBayWQBuoy,12.87,27.16,22.443,53.121,35.09,-108.56,8.1,0,0.464,6.28,0,2.95,0.73,105.37,7.46,0,2.19,0,5.94,3.59,-1.35,-4.03,3.59,5.09534,172.0159,4.539447,1.253185,64.74196,1.572322,0.7941151,508348.9,-4.379968,30.68097,58.95162,9.521894,7.049928,5.034,57.88,48.07,6.43,22.03,90,1015.4,0,0,20.22,7999,100,-27.30287,153.1054,17,18.00003,Salt,NAN,NAN,NAN,3.6059,1.4155,0.0139,1.5418,0.0022,0.028,NAN,1,450,30600,255660
